year	sa2_name	sa2_code	married_females	indig_females	dwelling_owned_mortgage_percent	percent_language_other	median_age	percent_married_persons	notmarried_persons	percent_notmarried_males	total_language_persons	non_indig_males	non_indig_females	language_other	female	median_mortgage	dwelling_owned_outright	total_relationship_females	dwelling_owned_mortgage	seperate_house_percent	born_overseas	persons_per_bedroom	percent_married_males	median_household_income	percent_defacto_males	average_household_size	total_indig_status_persons	dwelling_rented_percent	married_males	indig_males	notmarried_females	percent_notmarried_persons	language_not_stated	defacto_males	percent_indig_persons	dwelling_other_or_not_stated	percent_female	dwelling_owned_outright_percent	defacto_persons	indig_persons	country_not_stated	percent_male	male	dwelling_rented	housing_other_or_not_stated_percent	seperate_house	persons	total_indig_status_males	percent_married_females	semi_or_townhouse_percent	total_indig_status_females	semi_or_townhouse	total_relationship_persons	born_in_australia	percent_defacto_females	housing_other_or_not_stated	not_stated_indig_persons	married_persons	not_stated_indig_males	non_indig_persons	language_english	total_relationship_males	dwelling_other_or_not_stated_percent	defacto_females	flat_or_unit	flat_or_unit_percent	not_stated_indig_females	percent_born_overseas	total_country_persons	percent_notmarried_females	percent_defacto_persons	median_rent	notmarried_males	isMissing
2011	Queanbeyan - East	101021010	711	60	30.5959643359925	17.589997844363	35	40.4823428079242	1612	46.753986332574	4639	2185	2056	816	2230	1900	461	1729	652	41.0050251256282	1090	0.9	39.8063781321185	1402	13.2118451025057	2.2	4639	40.6381980290943	699	69	791	46.2819408555843	281	232	2.71610260832076	153	48.070704893296	21.6330361332708	462	126	309	52.0370769562406	2414	866	0.50251256281407	816	4639	2414	41.122035858878	23.1155778894472	2230	460	3483	3240	13.3024869866975	10	277	1410	163	4236	3542	1756	7.17972782731112	230	707	35.5276381909548	120	23.4964431989653	4639	45.748987854251	13.2644272179156	270	821	FALSE
2016	Queanbeyan - East	101021010	760	80	26.948051948052	20.4972837442541	35	42.2491544532131	1590	44.9774266365689	4786	2219	2121	981	2325	1842	475	1770	581	39.3596059113301	1187	0.9	41.7042889390519	1433	13.3747178329571	2.2	4786	43.4137291280149	739	94	793	44.8139797068771	289	237	3.67739239448391	164	48.5791893021312	22.0315398886827	456	176	308	51.3790221479315	2459	936	0.197044334975369	799	4786	2459	42.9378531073446	28.0788177339901	2325	570	3548	3291	12.3728813559322	4	268	1499	145	4337	3516	1772	7.60667903525046	219	651	32.0689655172414	124	24.8015043877977	4786	44.8022598870057	12.8523111612176	270	797	FALSE
2006	Queanbeyan Region	101021011	2514	36	47.462311557789	4.60758187913694	39	61.3961519486927	2359	30.1840490797546	11633	5485	5430	536	5752	1699	1371	4038	1889	96.0617349654071	1702	0.8	60.4662576687117	1672	9.15337423312883	2.9	11633	11.5829145728643	2464	41	1129	29.0947212629502	612	373	0.67910255308175	256	49.4455428522307	34.4472361809045	763	79	734	50.4942835038253	5874	461	3.3794571580628	3610	11633	5874	62.258543833581	0.106439595529537	5752	4	8108	9197	9.65824665676077	127	637	4978	343	10913	10485	4075	6.4321608040201	390	15	0.399148483235764	286	14.6307917132296	11633	27.9593858345716	9.41045880611741	220	1230	FALSE
2011	Queanbeyan Region	101021011	2922	107	48.4038142620232	4.75515555240592	40	59.4420600858369	2909	30.0285597715218	14111	6591	6534	671	6993	2200	1588	4882	2335	95.6628113879004	1950	0.8	59.0575275397797	2162	11.015911872705	2.9	14111	11.4842454394693	2895	115	1437	29.7261393827917	727	540	1.58032740415279	338	49.5570831266388	32.9187396351575	1066	223	823	50.4287435334136	7116	554	3.22508896797153	4301	14111	7116	59.852519459238	1.02313167259786	6993	46	9786	11338	10.7742728390004	145	768	5817	412	13119	12713	4902	7.00663349917081	526	12	0.266903914590747	354	13.8190064488697	14111	29.4346579270791	10.8931126098508	300	1472	FALSE
2016	Queanbeyan Region	101021011	3380	163	50.2259297879736	5.84798772571698	40	58.548457192525	3302	29.1139240506329	16946	7587	7407	991	8331	2405	1659	5736	2890	97.7303070761015	2199	0.8	58.1931680249697	2460	12.6408878099532	2.9	16946	10.6882168925965	3356	177	1623	28.7005649717514	1591	729	1.98276879499587	583	49.1620441402101	28.8321167883212	1460	336	1707	50.8615602502065	8619	615	1.54491703223345	5124	16946	8619	58.9260808926081	0.457753194735838	8331	24	11505	13040	12.7440725244073	81	1615	6736	855	14996	14364	5767	10.1320820298922	731	20	0.381460995613199	759	12.9765136315355	16946	28.2949790794979	12.690134724033	380	1679	FALSE
2006	Queanbeyan West - Jerrabomberra	101021012	2377	101	51.8059855521156	10.110246987437	32	60.3104786545925	2318	27.8817466775156	11701	5330	5635	1183	5994	1733	739	4047	2008	85.7219538378959	1816	0.8	61.9745050176295	1817	10.1166259831842	3	11701	24.0970072239422	2285	70	1290	29.987063389392	530	373	1.47850611058884	188	51.2263909067601	19.0660474716202	754	173	643	48.7736090932399	5707	934	0.536768652710682	3194	11701	5707	58.734865332345	9.04455179817499	5994	337	7730	9242	9.41438102297998	20	567	4662	303	10965	9988	3687	4.85036119711042	381	176	4.723564143854	266	15.5200410221349	11701	31.8754633061527	9.75420439844761	240	1028	FALSE
2011	Queanbeyan West - Jerrabomberra	101021012	2564	144	48.8805090737686	10.7779191854916	34	57.3425778586042	2939	32.3350491343004	12572	5859	6068	1355	6385	2383	976	4525	2074	83.2726389900461	1991	0.8	58.0486663547029	2388	9.66307908282639	3	12572	24.6995050671695	2481	133	1557	33.4053193907706	363	413	2.2510340439071	149	50.7874642061725	23.0025925053029	817	283	408	49.1966274260261	6185	1048	0.169944161204176	3430	12572	6185	56.6629834254144	14.1053653799466	6385	581	8798	10173	8.92817679558011	7	363	5045	193	11931	10854	4274	3.51166627386283	404	107	2.5977178926924	173	15.836780146357	12572	34.4088397790055	9.28620140941123	330	1382	FALSE
2016	Queanbeyan West - Jerrabomberra	101021012	2493	180	46.8706212050444	10.7015739935142	36	55.1455011706991	3166	34.3607305936073	12643	5867	5925	1353	6350	2167	1036	4582	2007	82.0506634499397	1990	0.8	56.0045662100457	2472	9.63470319634703	2.9	12643	24.147594581971	2453	168	1661	35.2993644776452	507	422	2.70505418017876	202	50.2254211816816	24.1943017281644	855	342	541	49.758759788025	6291	1034	0.289505428226779	3401	12643	6291	54.4085552160629	15.8262967430639	6350	656	8969	10112	9.45002182453077	12	499	4946	256	11799	10783	4380	4.71742176553013	433	70	1.68878166465621	241	15.7399351419758	12643	36.2505456132693	9.53283532166351	370	1505	FALSE
2006	Bombala	101031013	474	15	22.4352828379674	2.12765957446809	43	54.1263517359135	599	35.1290684624018	2538	1163	1204	54	1286	800	514	862	234	96.7935871743487	182	0.7	53.5353535353535	736	11.8967452300786	2.3	2538	20.4218600191755	477	17	286	34.092202618099	126	106	1.49724192277384	83	50.6698187549251	49.28092042186	214	38	187	49.4089834515367	1254	213	0.501002004008016	966	2538	1254	54.9883990719258	0.30060120240481	1286	3	1757	2169	12.5290023201856	5	140	951	71	2367	2358	891	7.95781399808245	108	20	2.00400801603206	64	7.17100078802207	2538	33.1786542923434	12.1798520204895	85	313	FALSE
2011	Bombala	101031013	447	24	24.6153846153846	1.90161223646135	46	51.3390313390313	664	39.154616240267	2419	1145	1149	46	1196	999	515	855	256	96.3330029732408	201	0.7	50.5005561735262	807	10.1223581757508	2.2	2419	20.7692307692308	454	24	312	37.8347578347578	74	91	1.98429102935097	61	49.441918147995	49.5192307692308	185	48	96	50.558081852005	1223	216	0.792864222001982	972	2419	1223	52.280701754386	1.28840436075322	1196	13	1755	2122	10.9941520467836	8	79	901	47	2296	2299	899	5.86538461538462	94	16	1.58572844400396	31	8.30921868540719	2419	36.4912280701754	10.5413105413105	100	352	FALSE
2016	Bombala	101031013	410	25	22.94921875	2.67782426778243	48	49.0442054958184	652	41.2993039443156	2390	1100	1074	64	1188	910	482	812	235	95.5742887249737	182	0.7	47.6798143851508	1061	11.0208816705336	2.2	2390	20.01953125	411	28	296	38.9486260454002	171	95	2.09205020920502	99	49.7071129707113	47.0703125	196	50	224	50.5020920502092	1207	205	1.7913593256059	907	2390	1207	50.4926108374384	1.15911485774499	1188	11	1674	1984	12.4384236453202	17	175	821	80	2172	2155	862	9.66796875	101	13	1.36986301369863	91	7.61506276150628	2390	36.4532019704434	11.7084826762246	150	356	FALSE
2006	Cooma	101031014	1094	46	28.4862043251305	6.2983760813477	40	48.377056469542	1860	38.7383177570093	6589	3007	3074	415	3309	953	1004	2361	764	88.2007056056449	919	0.7	50.5607476635514	768	10.7476635514019	2.3	6589	27.7404921700224	1082	76	1031	41.3517118719431	481	230	1.91227803915617	177	50.2200637426013	37.434750186428	458	126	430	49.7040522082258	3275	744	1.60721285770286	2250	6589	3275	46.3362981787378	3.17522540180321	3309	81	4498	5240	9.6569250317662	41	380	2176	194	6084	5693	2140	6.59955257270694	228	176	6.89925519404155	191	13.9474882379724	6589	43.6679373146972	10.1823032458871	140	829	FALSE
2011	Cooma	101031014	1132	104	29.4642857142857	7.06904298337577	42	47.7723299936048	1958	39.7065362383281	6677	3069	3123	472	3364	1242	1002	2446	825	88.0819366852886	945	0.7	49.3108048021343	892	11.0271231658515	2.3	6677	28.9642857142857	1109	109	1065	41.7395011724579	373	248	3.11517148419949	162	50.3819080425341	35.7857142857143	497	208	359	49.5132544555938	3306	811	0.670391061452514	2365	6677	3306	46.2796402289452	6.59217877094972	3364	177	4691	5373	10.1798855273917	18	268	2241	129	6201	5832	2249	5.78571428571429	249	121	4.50651769087523	138	14.1530627527333	6677	43.5404742436631	10.594755915583	180	893	FALSE
2016	Cooma	101031014	1063	89	26.9643475250952	6.76357164046277	45	44.7602885023335	2122	43.218085106383	6742	3008	2989	456	3346	1186	980	2462	779	87.2922053934245	984	0.7	46.4095744680851	1013	10.5496453900709	2.2	6742	29.2142609899619	1047	129	1147	45.0148493848112	717	238	3.20379709285079	288	49.6291901512904	33.9217722395293	485	216	634	50.2521506971225	3388	844	2.58588843738456	2363	6742	3388	43.1762794476036	4.13742149981529	3346	112	4714	5124	10.0324939073924	70	528	2110	257	5991	5569	2256	9.96884735202492	247	163	6.0214259327669	274	14.5950756452091	6742	46.5881397238018	10.2885023334748	220	975	FALSE
2006	Cooma Region	101031015	777	21	31.9179051663128	4.56911509543089	44	62.1621621621622	731	31.9685039370079	3458	1672	1599	158	1693	1083	699	1207	451	97.3363774733638	482	0.8	60.1574803149606	916	8.11023622047244	2.5	3458	13.2342533616419	764	15	325	29.4876966518758	129	103	1.01214574898785	88	48.9589358010411	49.4692144373673	207	35	186	51.0989010989011	1767	187	2.13089802130898	1279	3458	1767	64.3744821872411	0.45662100456621	1693	6	2479	2790	8.61640430820216	28	151	1541	81	3271	3171	1270	6.2278839348903	104	0	0	71	13.9386928860613	3458	26.9262634631317	8.35014118596208	100	406	FALSE
2011	Cooma Region	101031015	668	29	31.4674735249622	4.66141732283465	46	58.0333625987709	739	33.9688041594454	3175	1534	1462	148	1532	1380	628	1125	416	93.3660933660934	434	0.8	56.6724436741768	972	9.35875216637782	2.4	3175	14.2208774583964	654	27	347	32.4407374890255	117	108	1.73228346456693	87	48.251968503937	47.5037821482602	217	55	115	51.8110236220473	1645	188	2.04750204750205	1140	3175	1645	59.3777777777778	4.17690417690418	1532	51	2278	2626	9.68888888888889	25	129	1322	81	2992	2910	1154	6.58093797276853	109	0	0	42	13.6692913385827	3175	30.8444444444445	9.52589991220369	150	392	FALSE
2016	Cooma Region	101031015	660	31	30.8624376336422	3.41463414634146	48	56.0775862068966	726	33.1918505942275	3280	1503	1414	112	1596	1560	631	1145	433	94.9096880131363	401	0.8	54.4142614601019	1251	12.2241086587436	2.4	3280	12.4732715609408	641	35	335	31.2931034482759	285	144	2.04268292682927	160	48.6585365853659	44.9750534568781	291	67	368	51.5548780487805	1691	175	4.67980295566503	1156	3280	1691	57.6419213973799	0.738916256157635	1596	9	2320	2511	12.8384279475983	57	297	1301	146	2918	2883	1178	11.4041339985745	147	5	0.410509031198686	150	12.2256097560976	3280	29.2576419213974	12.5431034482759	160	391	FALSE
2006	Jindabyne - Berridale	101031016	896	28	19.5731707317073	4.05869497346238	37	52.8385570668244	1186	37.6356367789834	6406	2699	2387	260	2945	1300	717	1632	642	80.3728070175439	727	0.8	50.885208452313	1211	11.6504854368932	2.5	6406	16.0670731707317	891	27	527	35.0680070963927	1243	204	0.874180455822666	1394	45.9725257571027	21.859756097561	411	56	1328	53.9806431470497	3458	527	2.19298245614035	1466	6406	3458	54.9019607843137	4.60526315789474	2945	84	3382	4351	12.6838235294118	40	1263	1787	734	5081	4903	1751	42.5	207	227	12.4451754385965	533	11.3487355604121	6406	32.2916666666667	12.1525724423418	200	659	FALSE
2011	Jindabyne - Berridale	101031016	946	31	21.78517397882	4.78691476590636	37	48.7918939984412	1450	39.9293286219081	6664	3010	2686	319	3095	1600	815	1868	720	74.4482589504659	788	0.8	47.0469459868753	1353	12.9227662796567	2.5	6664	24.8714069591528	932	40	659	37.6721226292544	901	256	1.08043217286915	955	46.4435774309724	24.6596066565809	521	72	936	53.5414165666267	3568	822	5.24767042667975	1518	6664	3568	50.6423982869379	9.7106424717999	3095	198	3849	4940	14.186295503212	107	901	1878	515	5690	5444	1981	28.8956127080182	265	221	10.8386463952918	383	11.8247298919568	6664	35.2783725910064	13.5359833723045	285	791	FALSE
2016	Jindabyne - Berridale	101031016	1010	37	22.0872446162341	5.69702201122141	39	45.1996410946613	1764	42.6426426426426	6951	3335	2929	396	3228	1500	967	2126	800	72.3949579831933	910	0.8	43.1145431145431	1627	14.1999141999142	2.4	6951	28.2716731087797	1005	53	770	39.5693135935397	605	331	1.28039131060279	828	46.4393612429866	26.697956929873	673	89	687	53.5894115954539	3725	1024	8.57142857142857	1723	6951	3725	47.5070555032926	9.07563025210084	3228	216	4458	5354	16.0865475070555	204	595	2015	337	6269	5950	2331	22.8602981778023	342	238	10	256	13.091641490433	6951	36.2182502351834	15.0964558097802	320	994	FALSE
2006	Batemans Bay	101041017	1331	153	21.6346153846154	4.10662824207493	46	52.652414885194	1928	35.9323432343234	6940	3070	3270	285	3582	1105	1178	2629	630	80.0873680378595	923	0.8	54.8267326732673	631	9.28217821782178	2.3	6940	31.2156593406593	1329	160	1057	38.1631037212985	268	225	4.53890489913545	203	51.6138328530259	40.4532967032967	460	315	424	48.4293948126801	3361	909	2.76665453221696	2200	6940	3361	50.6276150627615	9.50127411721878	3582	261	5052	5593	8.93875998478509	76	293	2660	128	6339	6387	2424	6.97115384615385	235	205	7.46268656716418	156	13.299711815562	6940	40.2054012932674	9.10530482977039	180	871	FALSE
2011	Batemans Bay	101041017	1373	223	21.6113744075829	3.95788912579957	48	50.886028725984	2074	36.6071428571429	7504	3205	3401	297	3851	1517	1242	2780	684	78.7878787878788	1045	0.7	52.6009316770186	778	10.7531055900621	2.3	7504	30.9320695102686	1355	210	1131	38.6868121619101	466	277	5.75692963752665	266	51.3192963752665	39.2417061611374	550	432	514	48.6673773987207	3652	979	1.88552188552189	2340	7504	3652	49.3884892086331	8.31649831649832	3851	247	5361	5945	9.82014388489209	56	468	2728	240	6605	6741	2576	8.4044233807267	273	330	11.1111111111111	231	13.9259061833689	7504	40.6834532374101	10.2592799850774	230	943	FALSE
2016	Batemans Bay	101041017	1282	308	20.1490312965723	4.57618304732189	52	46.7964016890031	2298	40.8970976253298	7692	3200	3343	352	3915	1452	1310	2794	676	74.9918166939444	1093	0.7	47.7572559366755	917	11.5718055032039	2.2	7692	29.478390461997	1267	290	1213	42.1883605654489	541	307	7.7353094123765	381	50.8970358814353	39.0461997019374	607	595	643	49.1159646385856	3778	989	2.12765957446809	2291	7692	3778	45.8840372226199	9.81996726677578	3915	300	5447	5956	10.7372942018611	65	554	2549	288	6540	6799	2653	11.3561847988078	300	398	13.0278232405892	265	14.2095683827353	7692	43.4144595561919	11.1437488525794	265	1085	FALSE
2006	Batemans Bay - South	101041018	1646	116	22.9263746505126	4.67005076142132	48	57.0112945264987	2045	32.5164594001463	7880	3503	3839	368	4113	1192	1473	3021	738	82.9236739974127	1188	0.7	59.8024871982443	681	7.82735918068764	2.3	7880	26.0639950295123	1635	116	1156	35.5343179843614	257	214	2.93147208121827	169	52.1954314720812	45.7595526561044	435	231	360	47.7664974619289	3764	839	1.19663648124191	2564	7880	3764	54.4852697782191	8.69987063389392	4113	269	5755	6332	7.31545845746442	37	311	3281	149	7341	7255	2734	5.25007766387077	221	226	7.3091849935317	155	15.0761421319797	7880	38.2654750082754	7.55864465682016	190	889	FALSE
2011	Batemans Bay - South	101041018	1574	166	21.2173413723801	4.43876930560623	50	53.6476256022023	2174	34.6307748272099	8223	3514	3837	365	4270	1500	1511	3062	739	81.0589347620548	1177	0.7	56.1658785012732	813	9.09421607857403	2.3	8223	26.4714326729831	1544	128	1222	37.4053682037165	572	250	3.50237139730026	318	51.9275203696948	43.3821418317542	521	288	660	48.0116745713243	3948	922	1.48124803025528	2572	8223	3948	51.4043109079033	9.1080995902931	4270	289	5812	6386	8.85042455911169	47	593	3118	316	7343	7286	2749	9.13006029285099	271	265	8.35171761739679	274	14.3135108841056	8223	39.9085564990203	8.96421197522368	250	952	FALSE
2016	Batemans Bay - South	101041018	1529	200	21.7511776115267	4.84565685570711	54	50.3061393347675	2356	36.0505973295854	8358	3508	3868	405	4368	1517	1598	3198	785	80.7785153892577	1260	0.7	53.0920590302179	1006	10.8222066057625	2.2	8358	25.0761983929066	1511	148	1330	38.9872579844448	638	308	4.21153385977507	326	52.2613065326633	44.2781934053755	644	352	740	47.7506580521656	3991	905	1.9915509957755	2677	8358	3991	47.8111319574734	10.7724803862402	4368	357	6043	6358	10.5065666041276	66	633	3040	329	7379	7315	2846	9.03297312274868	336	218	6.57815328907665	299	15.0753768844221	8358	41.588492808005	10.6569584643389	280	1026	FALSE
2006	Bega - Tathra	101041019	1366	149	27.7140045916694	1.94264569842738	42	50.4841713221602	2115	36.3922804253643	7567	3347	3647	147	3944	1005	1196	2831	845	85.6509884117246	605	0.8	52.9736116581331	715	10.5159511618748	2.4	7567	27.6812069530994	1345	142	1191	39.3854748603352	267	267	3.92493722743491	173	52.1210519360381	39.2259757297475	542	297	388	47.892163340822	3624	844	2.38582140422631	2513	7567	3624	48.2515012363123	4.46489434219496	3944	131	5370	6574	9.71388202048746	70	270	2711	131	6996	7153	2539	5.67399147261397	275	222	7.56646216768916	142	7.99524250033038	7567	42.0699399505475	10.0931098696462	160	924	FALSE
2011	Bega - Tathra	101041019	1407	144	29.1489361702128	2.32413621675367	44	48.548078595027	2283	37.5318529304696	8046	3588	3800	187	4149	1300	1252	3004	959	85.4632587859425	674	0.8	50.4186385147434	902	11.9767018565708	2.4	8046	27.0212765957447	1385	132	1252	39.697443922796	351	329	3.44270444941586	201	51.5659955257271	38.0547112462006	679	277	434	48.409147402436	3895	889	1.78913738019169	2675	8046	3895	46.8375499334221	3.6741214057508	4149	115	5751	6938	11.6511318242344	56	385	2792	176	7390	7508	2747	6.10942249240122	350	287	9.16932907348243	208	8.37683320904797	8046	41.6777629826898	11.8066423230742	200	1031	FALSE
2016	Bega - Tathra	101041019	1370	173	26.7231638418079	3.02201070791196	46	46.6689560439561	2313	37.3467916366258	8405	3595	3818	254	4321	1400	1311	3056	946	87.4652670577339	738	0.8	48.5940879596251	1062	13.8788752703677	2.3	8405	26.0734463276836	1348	156	1277	39.7149725274725	670	385	3.96192742415229	360	51.4098750743605	37.0338983050848	789	333	761	48.6020226055919	4085	923	1.63630750231553	2833	8405	4085	44.8298429319372	7.37882062364928	4321	239	5824	6906	13.2198952879581	53	672	2718	336	7409	7481	2774	10.1694915254237	404	115	3.55047854276011	332	8.78048780487805	8405	41.7866492146597	13.5473901098901	270	1036	FALSE
2006	Bega-Eden Hinterland	101041020	1627	66	31.6708229426434	2.24215246636771	43	54.5500505561173	1986	34.5716198125837	8251	3942	3861	185	4085	921	1486	2944	1016	95.5418158151643	927	0.9	53.8821954484605	730	11.5461847389558	2.5	8251	15.6483790523691	1610	56	953	33.4681496461072	314	345	1.4664889104351	202	49.5091504060114	46.3216957605985	712	121	450	50.5029693370501	4167	502	3.6121054344289	2936	8251	4167	55.2649456521739	0.618288317604946	4085	19	5934	6874	12.4660326086957	111	324	3237	170	7806	7752	2988	6.29675810473816	367	6	0.195248942401562	154	11.2350018179615	8251	32.3709239130435	11.9986518368723	120	1033	FALSE
